origin,destination,airlines,distance_miles
LCA,SZG,EW,1386
LCA,VIE,OS,1265
LCA,WAW,LO,1348
LCA,ZRH,DE,1557
LCA,ZRH,WK,1557
LCH,DFW,AA,295
LCH,IAH,UA,127
LCY,AGP,BA,1048
LCY,AMS,BA,208
LCY,AMS,KL,208
LCY,BCN,BA,712
LCY,BER,BA,575
LCY,BLL,BA,473
LCY,DUB,BA,297
LCY,EDI,BA,337
LCY,FAO,BA,1076
LCY,FCO,AZ,883
LCY,FLR,BA,741
LCY,FRA,BA,385
LCY,FRA,EN,385
LCY,GLA,BA,353
LCY,GVA,BA,456
LCY,LIN,AZ,594
LCY,LIN,BA,594
LCY,NCE,BA,636
LCY,PMI,BA,836
LCY,PRG,BA,627
LCY,SKG,BA,1327
LCY,VNO,LO,1063
LCY,ZRH,BA,472
LEJ,ACE,DE,2046
LEJ,FAO,DE,1403
LEJ,FNC,DE,1950
LEJ,FRA,LH,188
LEJ,FUE,DE,2083
LEJ,HER,DE,1283
LEJ,HRG,DE,2017
LEJ,IST,TK,1050
LEJ,KGS,DE,1246
LEJ,LPA,DE,2164
LEJ,PMI,DE,939
LEJ,PMI,EW,939
LEJ,RHO,DE,1298
LEJ,TFS,DE,2199
LEJ,VIE,OS,300
LEX,ATL,DL,304
LEX,CLT,AA,282
LEX,DCA,DL,413
LEX,DEN,UA,1083
LEX,DFW,AA,784
LEX,DTW,DL,296
LEX,FLL,G4,866
LEX,LAS,G4,1682
LEX,LGA,DL,603
LEX,MIA,AA,883
LEX,MYR,G4,438
LEX,ORD,AA,323
LEX,ORD,UA,323
LEX,PHL,AA,519
LEX,PIE,G4,708
LEX,SFB,G4,669
LEX,SRQ,G4,745
LFT,ATL,DL,503
LFT,CLT,AA,729
LFT,DFW,AA,351
LFT,IAH,UA,201
LFW,ACC,SN,105
LFW,ADD,ET,2578
LFW,CDG,AF,2961
LFW,CMN,AT,1963
LFW,COO,AT,79
LFW,EWR,ET,5178
LFW,IAD,ET,5345
LFW,JFK,ET,5158
LGA,AGS,DL,678
LGA,ALB,DL,136
LGA,ATL,DL,761
LGA,ATL,F9,761
LGA,ATL,NK,761
LGA,AUA,AA,1968
LGA,AVL,AA,598
LGA,AVL,DL,598
LGA,BGR,AA,378
LGA,BGR,DL,378
LGA,BHM,DL,865
LGA,BNA,AA,763
LGA,BNA,DL,763
LGA,BNA,NK,763
LGA,BOS,AA,184
LGA,BOS,B6,184
LGA,BOS,DL,184
LGA,BTV,AA,258
LGA,BTV,DL,258
LGA,BUF,AA,291
LGA,BUF,DL,291
LGA,BZN,AA,1889
LGA,CAE,AA,617
LGA,CAE,DL,617
LGA,CHA,DL,733
LGA,CHO,AA,305
LGA,CHO,DL,305
LGA,CHS,AA,642
LGA,CHS,DL,642
LGA,CHS,NK,642
LGA,CLE,AA,418
LGA,CLE,DL,418
LGA,CLE,F9,418
LGA,CLT,AA,544
LGA,CLT,DL,544
LGA,CLT,F9,544
LGA,CLT,NK,544
LGA,CMH,AA,477
LGA,CMH,DL,477
LGA,CMH,NK,477
LGA,CVG,AA,584
LGA,CVG,DL,584
LGA,DAY,AA,548
LGA,DAY,DL,548
LGA,DCA,AA,214
LGA,DCA,DL,214
LGA,DEN,DL,1616
LGA,DEN,F9,1616
LGA,DEN,UA,1616
LGA,DFW,AA,1387
LGA,DFW,DL,1387
LGA,DFW,F9,1387
LGA,DFW,NK,1387
LGA,DSM,AA,1029
LGA,DSM,DL,1029
LGA,DTW,AA,500
LGA,DTW,DL,500
LGA,DTW,NK,500
LGA,ECP,DL,982
LGA,EYW,AA,1210
LGA,EYW,DL,1210
LGA,FCA,AA,2030
LGA,FLL,B6,1078
LGA,FLL,DL,1078
LGA,FLL,NK,1078
LGA,GRB,AA,767
LGA,GRB,DL,767
LGA,GRR,AA,616
LGA,GRR,DL,616
LGA,GSO,AA,460
LGA,GSO,DL,460
LGA,GSP,AA,610
LGA,GSP,DL,610
LGA,HHH,DL,702
LGA,HSV,DL,822
LGA,IAD,UA,228
LGA,IAH,DL,1415
LGA,IAH,NK,1415
LGA,IAH,UA,1415
LGA,ILM,AA,501
LGA,ILM,DL,501
LGA,IND,AA,659
LGA,IND,DL,659
LGA,IND,NK,659
LGA,JAX,DL,834
LGA,LEX,DL,603
LGA,LIT,AA,1083
LGA,LIT,DL,1083
LGA,MCI,DL,1105
LGA,MCO,AA,951
LGA,MCO,B6,951
LGA,MCO,DL,951
LGA,MCO,F9,951
LGA,MCO,NK,951
LGA,MEM,AA,961
LGA,MEM,DL,961
LGA,MIA,AA,1099
LGA,MIA,DL,1099
LGA,MIA,F9,1099
LGA,MIA,NK,1099
LGA,MKE,DL,736
LGA,MSN,DL,810
LGA,MSP,AA,1018
LGA,MSP,DL,1018
LGA,MSY,AA,1183
LGA,MSY,DL,1183
LGA,MSY,NK,1183
LGA,MYR,AA,564
LGA,MYR,DL,564
LGA,MYR,NK,564
LGA,NAS,DL,1107
LGA,OKC,AA,1338
LGA,OKC,DL,1338
LGA,OMA,AA,1145
LGA,OMA,DL,1145
LGA,ORD,AA,731
LGA,ORD,DL,731
LGA,ORD,NK,731
LGA,ORD,UA,731
LGA,ORF,AA,296
LGA,ORF,DL,296
LGA,ORF,NK,296
LGA,PBI,AA,1037
LGA,PBI,B6,1037
LGA,PBI,DL,1037
LGA,PHL,AA,95
LGA,PIT,AA,334
LGA,PIT,DL,334
LGA,PNS,DL,1030
LGA,PWM,AA,269
LGA,PWM,DL,269
LGA,RDU,AA,431
LGA,RDU,DL,431
LGA,RDU,F9,431
LGA,RIC,AA,292
LGA,RIC,DL,292
LGA,RIC,NK,292
LGA,ROA,AA,405
LGA,ROA,DL,405
LGA,ROC,DL,254
LGA,RSW,AA,1082
LGA,RSW,DL,1082
LGA,SAV,DL,723
LGA,SDF,AA,657
LGA,SDF,DL,657
LGA,SLC,DL,1977
LGA,SRQ,AA,1048
LGA,SRQ,DL,1048
LGA,STL,AA,886
LGA,STL,DL,886
LGA,SYR,DL,198
LGA,TPA,AA,1012
LGA,TPA,B6,1012
LGA,TPA,DL,1012
LGA,TUL,AA,1228
LGA,TUL,DL,1228
LGA,TVC,AA,653
LGA,TVC,DL,653
LGA,TYS,AA,647
LGA,TYS,DL,647
LGA,XNA,AA,1144
LGA,XNA,DL,1144
LGA,YHZ,AA,596
LGA,YHZ,DL,596
LGA,YUL,AA,324
LGA,YUL,AC,324
LGA,YUL,DL,324
LGA,YYC,AA,2027
LGA,YYZ,AA,356
LGA,YYZ,AC,356
LGA,YYZ,DL,356
LGB,HNL,HA,2566
LGB,OGG,HA,2495
LGB,SLC,DL,589
LGK,KUL,MH,283
LGW,ACC,BA,3147
LGW,ACE,BA,1684
LGW,ADD,ET,3655
LGW,AGP,BA,1022
LGW,ALC,BA,889
LGW,ALG,BA,1013
LGW,AMD,AI,4256
LGW,ANU,BA,4079
LGW,ATH,A3,1487
LGW,ATQ,AI,3925
LGW,BKK,BA,5947
LGW,BOD,BA,437
LGW,BOS,B6,3274
LGW,CAN,CZ,5903
LGW,CGO,CZ,5296
LGW,CMN,AT,1284
LGW,CTA,BA,1204
LGW,CUN,BA,4957
LGW,DBV,BA,1050
LGW,DOH,QR,3240
LGW,DXB,EK,3401
LGW,FAO,BA,1049
LGW,FCO,AZ,874
LGW,FNC,BA,1526
LGW,FUE,BA,1721
LGW,GLA,BA,370
LGW,GOX,AI,4687
LGW,GVA,BA,444
LGW,HER,BA,1665
LGW,INN,BA,585
LGW,ISB,BA,3754
LGW,IST,TK,1529
LGW,IVL,BA,1512
LGW,JED,SV,2929
LGW,JFK,BA,3460
LGW,JFK,DL,3460
LGW,KEF,FI,1203
LGW,KGS,BA,1665
LGW,KIN,BA,4683
LGW,LAS,BA,5240
LGW,LCA,BA,2018
LGW,LIS,TP,958
LGW,LPA,BA,1789
LGW,LYS,BA,446
LGW,MAD,IB,754
LGW,MCO,BA,4344
LGW,MLA,BA,1282
LGW,MRU,BA,6057
LGW,NBO,KQ,4227
LGW,NCE,BA,622
LGW,OPO,BA,794
LGW,OPO,TP,794
LGW,PEK,CA,5074
LGW,PMI,BA,814
LGW,POS,BA,4412
LGW,PUJ,BA,4286
LGW,PVG,CA,5749
LGW,PVG,MU,5749
LGW,RAK,BA,1408
LGW,RHO,BA,1722
LGW,SIN,SQ,6756
LGW,SJO,BA,5423
LGW,SKG,BA,1326
LGW,SSH,BA,2402
LGW,SVQ,BA,989
LGW,SZG,BA,635
LGW,TFS,BA,1810
LGW,TPA,BA,4419
LGW,TRN,BA,547
LGW,UVF,BA,4225
LGW,YVR,BA,4734
LGW,ZAG,OU,831
LHE,AUH,EY,1298
LHE,BKK,TG,2074
LHE,CAN,CZ,2437
LHE,CMB,UL,1719
LHE,DOH,QR,1448
LHE,DXB,EK,1234
LHE,IST,TK,2596
LHE,JED,SV,2270
LHE,RUH,SV,1741
LHR,ABV,BA,2967
LHR,ACC,BA,3169
LHR,ADB,BA,1615
LHR,ADD,ET,3679
LHR,AGP,BA,1041
LHR,AMM,BA,2289
LHR,AMM,RJ,2289
LHR,AMS,BA,230
LHR,AMS,KL,230
LHR,ANU,VS,4072
LHR,ARN,BA,910
LHR,ARN,SK,910
LHR,ATH,A3,1508
LHR,ATH,BA,1508
LHR,ATL,BA,4201
LHR,ATL,DL,4201
LHR,ATL,VS,4201
LHR,AUH,BA,3428
LHR,AUH,EY,3428
LHR,AUS,BA,4904
LHR,BAH,BA,3165
LHR,BCN,BA,713
LHR,BDA,BA,3429
LHR,BDS,BA,1151
LHR,BER,BA,598
LHR,BEY,ME,2164
LHR,BGI,BA,4195
LHR,BGI,VS,4195
LHR,BKK,BR,5952
LHR,BKK,TG,5952
LHR,BLL,BA,492
LHR,BLQ,BA,723
LHR,BLR,AI,5000
LHR,BLR,BA,5000
LHR,BLR,VS,5000
LHR,BNA,BA,4171
LHR,BOG,AV,5264
LHR,BOM,AI,4482
LHR,BOM,BA,4482
LHR,BOM,VS,4482
LHR,BOS,AA,3256
LHR,BOS,B6,3256
LHR,BOS,BA,3256
LHR,BOS,DL,3256
LHR,BOS,VS,3256
LHR,BRU,BA,218
LHR,BRU,SN,218
LHR,BSL,BA,447
LHR,BUD,BA,925
LHR,BWI,BA,3625
LHR,CAI,BA,2195
LHR,CAI,MS,2195
LHR,CAN,CZ,5901
LHR,CDG,AF,216
LHR,CDG,BA,216
LHR,CGN,BA,332
LHR,CGN,EW,332
LHR,CHQ,BA,1639
LHR,CLT,AA,3982
LHR,CMB,UL,5416
LHR,CMN,AT,1301
LHR,CPH,BA,608
LHR,CPH,SK,608
LHR,CPT,BA,6016
LHR,CPT,VS,6016
LHR,CUN,VS,4941
LHR,CVG,BA,3952
LHR,DBV,BA,1071
LHR,DEL,AC,4183
LHR,DEL,AI,4183
LHR,DEL,BA,4183
LHR,DEL,VS,4183
LHR,DEN,BA,4658
LHR,DEN,UA,4658
LHR,DFW,AA,4739
LHR,DFW,BA,4739
LHR,DOH,BA,3257
LHR,DOH,QR,3257
LHR,DTW,DL,3756
LHR,DUB,BA,279
LHR,DUS,BA,312
LHR,DUS,EW,312
LHR,DXB,BA,3417
LHR,DXB,EK,3417
LHR,DXB,VS,3417
LHR,EDI,BA,331
LHR,EFL,BA,1372
LHR,EWR,BA,3456
LHR,EWR,UA,3456
LHR,FAO,BA,1064
LHR,FCO,BA,898
LHR,FLR,BA,757
LHR,FRA,BA,406
LHR,FRA,LH,406
LHR,GIG,BA,5750
LHR,GLA,BA,345
LHR,GOT,BA,664
LHR,GRU,BA,5878
LHR,GRU,LA,5878
LHR,GVA,BA,469
LHR,HAJ,BA,437
LHR,HAM,BA,463
LHR,HAM,EW,463
LHR,HAN,VN,5740
LHR,HEL,AY,1149
LHR,HER,BA,1687
LHR,HKG,BA,5985
LHR,HKG,CX,5985
LHR,HND,BA,5960
LHR,HND,JL,5960
LHR,HND,NH,5960
LHR,HYD,BA,4819
LHR,IAD,BA,3667
LHR,IAD,UA,3667
LHR,IAD,VS,3667
LHR,IAH,BA,4824
LHR,IAH,UA,4824
LHR,ICN,KE,5506
LHR,ICN,OZ,5506
LHR,INN,BA,605
LHR,IST,BA,1546
LHR,IST,TK,1546
LHR,JED,BA,2951
LHR,JED,SV,2951
LHR,JFK,AA,3442
LHR,JFK,B6,3442
LHR,JFK,BA,3442
LHR,JFK,DL,3442
LHR,JFK,VS,3442
LHR,JMK,BA,1586
LHR,JNB,BA,5639
LHR,JNB,VS,5639
LHR,JTR,BA,1643
LHR,KEF,BA,1177
LHR,KEF,FI,1177
LHR,KLX,BA,1482
LHR,KRK,BA,887
LHR,KUL,BA,6590
LHR,KUL,MH,6590
LHR,KWI,BA,2905
LHR,LAS,BA,5216
LHR,LAS,VS,5216
LHR,LAX,AA,5443
LHR,LAX,BA,5443
LHR,LAX,UA,5443
LHR,LAX,VS,5443
LHR,LCA,BA,2037
LHR,LIN,BA,610
LHR,LIS,BA,972
LHR,LIS,TP,972
LHR,LJU,BA,767
LHR,LOS,BA,3110
LHR,LOS,VS,3110
LHR,LUX,BA,319
LHR,LXR,MS,2489
LHR,LYS,BA,471
LHR,MAA,BA,5117
LHR,MAD,BA,773
LHR,MAD,IB,773
LHR,MAN,BA,151
LHR,MBJ,VS,4690
LHR,MCO,DL,4328
LHR,MCO,VS,4328
LHR,MEX,AM,5532
LHR,MEX,BA,5532
LHR,MIA,AA,4417
LHR,MIA,BA,4417
LHR,MIA,VS,4417
LHR,MLE,BA,5306
LHR,MLE,VS,5306
LHR,MRS,BA,615
LHR,MSP,DL,4003
LHR,MSY,BA,4619
LHR,MUC,BA,585
LHR,MUC,LH,585
LHR,MXP,BA,582
LHR,NAP,BA,1013
LHR,NAS,BA,4335
LHR,NBO,BA,4251
LHR,NBO,KQ,4251
LHR,NCE,AF,647
LHR,NCE,BA,647
LHR,NCL,BA,252
LHR,NUE,BA,524
LHR,ORD,AA,3942
LHR,ORD,BA,3942
LHR,ORD,UA,3942
LHR,OSL,BA,749
LHR,OSL,SK,749
LHR,OTP,BA,1308
LHR,PDL,BA,1549
LHR,PDX,BA,4900
LHR,PEK,CA,5066
LHR,PER,QF,9015
LHR,PHL,AA,3535
LHR,PHL,BA,3535
LHR,PHX,AA,5258
LHR,PHX,BA,5258
LHR,PIT,BA,3710
LHR,PKX,CZ,5093
LHR,PMI,BA,838
LHR,PMO,BA,1130
LHR,PRG,BA,649
LHR,PVG,BA,5743
LHR,PVG,MU,5743
LHR,RAK,BA,1425
LHR,RDU,AA,3862
LHR,RHO,BA,1743
LHR,RIX,BA,1050
LHR,RUH,BA,3070
LHR,RUH,SV,3070
LHR,RUH,VS,3070
LHR,SAN,BA,5472
LHR,SCL,BA,7241
LHR,SEA,BA,4786
LHR,SEA,DL,4786
LHR,SEA,VS,4786
LHR,SFO,BA,5354
LHR,SFO,UA,5354
LHR,SFO,VS,5354
LHR,SGN,VN,6350
LHR,SIN,BA,6763
LHR,SIN,QF,6763
LHR,SIN,SQ,6763
LHR,SKG,BA,1346
LHR,SLC,DL,4853
LHR,SOF,BA,1268
LHR,STR,BA,470
LHR,STR,EW,470
LHR,SZG,BA,653
LHR,SZX,ZH,5962
LHR,TBS,BA,2221
LHR,TFS,BA,1822
LHR,TFU,CA,5191
LHR,TIA,BA,1180
LHR,TLS,BA,549
LHR,TOS,BA,1405
LHR,TPA,VS,4402
LHR,TPE,CI,6079
LHR,UVF,VS,4219
LHR,VCE,BA,716
LHR,VIE,BA,793
LHR,VIE,OS,793
LHR,VLC,BA,828
LHR,WAW,BA,913
LHR,WAW,LO,913
LHR,YHZ,AC,2848
LHR,YOW,AC,3322
LHR,YUL,AC,3240
LHR,YUL,BA,3240
LHR,YVR,AC,4709
LHR,YVR,BA,4709
LHR,YYC,AC,4359
LHR,YYZ,AC,3546
LHR,YYZ,BA,3546
LHR,YYZ,VS,3546
LHR,ZAG,BA,850
LHR,ZAG,OU,850
LHR,ZRH,BA,490
LIH,DEN,UA,3409
LIH,HNL,HA,102
LIH,KOA,HA,263
LIH,LAX,AA,2612
LIH,LAX,DL,2612
LIH,LAX,HA,2612
LIH,LAX,UA,2612
LIH,OAK,HA,2455
LIH,OGG,HA,201
LIH,PDX,AS,2630
LIH,PHX,AA,2975
LIH,SAN,AS,2672
LIH,SEA,AS,2700
LIH,SEA,DL,2700
LIH,SFO,AS,2445
LIH,SFO,UA,2445
LIH,SJC,AS,2463
LIH,SMF,HA,2506
LIM,AMS,KL,6537
LIM,ATL,DL,3191
LIM,ATL,LA,3191
LIM,AUA,LA,1763
LIM,BOG,AV,1174
LIM,BOG,LA,1174
LIM,BSB,LA,1974
LIM,CCS,LA,1711
LIM,CDG,AF,6386
LIM,CUN,LA,2378
LIM,CWB,LA,2045
LIM,EWR,UA,3647
LIM,EZE,LA,1959
LIM,FLL,NK,2640
LIM,GIG,LA,2346
LIM,GRU,LA,2159
LIM,HAV,LA,2445
LIM,IAH,UA,3146
LIM,JFK,LA,3645
LIM,LAX,LA,4176
LIM,MAD,IB,5919
LIM,MAD,LA,5919
LIM,MBJ,LA,2110
LIM,MDE,AV,1262
LIM,MDE,LA,1262
LIM,MEX,AM,2638
LIM,MEX,LA,2638
LIM,MIA,AA,2622
LIM,MIA,LA,2622
LIM,MVD,LA,2057
LIM,PTY,CM,1466
LIM,PUJ,LA,2196
LIM,SAL,AV,1940
LIM,SCL,LA,1530
LIM,SJO,LA,1597
LIM,UIO,LA,827
LIN,AMS,AZ,516
LIN,AMS,KL,516
LIN,ARN,SK,1045
LIN,BDS,AZ,548
LIN,BRU,AZ,437
LIN,BRU,SN,437
LIN,CDG,AF,400
LIN,CDG,AZ,400
LIN,CPH,SK,718
LIN,CTA,AZ,627
LIN,DUS,AZ,420
LIN,FCO,AZ,292
LIN,FRA,EN,319
LIN,FRA,LH,319
LIN,HAM,AZ,566
LIN,HEL,AY,1212
LIN,HER,AZ,1086
LIN,LCY,AZ,594
LIN,LCY,BA,594
LIN,LHR,BA,610
LIN,MAD,IB,733
LIN,MUC,AZ,233
LIN,MUC,EN,233
LIN,NAP,AZ,404
LIN,ORY,AZ,395
LIN,PMI,AZ,526
LIN,PMO,AZ,539
LIN,RHO,AZ,1159
LIR,ATL,DL,1594
LIR,BOS,B6,2364
LIR,BOS,DL,2364
LIR,CLT,AA,1726
LIR,DEN,UA,2337
LIR,DFW,AA,1705
LIR,EWR,UA,2193
LIR,IAH,UA,1481
LIR,JFK,AA,2197
LIR,JFK,B6,2197
LIR,LAX,AS,2628
LIR,LAX,UA,2628
LIR,MIA,AA,1105
LIR,MSP,DL,2413
LIR,ORD,AA,2173
LIR,ORD,UA,2173
LIR,PHL,AA,2119
LIR,SEA,AS,3323
LIR,SFO,AS,2947
LIR,SFO,UA,2947
LIR,YUL,AC,2509
LIR,YYZ,AC,2313
LIR,ZRH,WK,5870
LIS,ACC,TP,2360
LIS,AGP,TP,292
LIS,ALC,TP,465
LIS,AMS,KL,1147
LIS,AMS,TP,1147
LIS,ARN,SK,1864
LIS,ARN,TP,1864
LIS,ATH,A3,1783
LIS,AUH,EY,3805
LIS,BCN,TP,618
LIS,BEL,TP,3732
LIS,BER,TP,1431
LIS,BIO,TP,450
LIS,BJL,TP,1817
LIS,BLQ,TP,1123
LIS,BOS,DL,3184
LIS,BOS,TP,3184
LIS,BRU,SN,1067
LIS,BRU,TP,1067
LIS,BSB,TP,4532
LIS,BVC,TP,1772
LIS,CCS,TP,4040
LIS,CDG,AF,914
LIS,CGN,EW,1150
LIS,CMN,AT,384
LIS,CMN,TP,384
LIS,CNF,TP,4623
LIS,CPH,SK,1536
LIS,CPH,TP,1536
LIS,CUN,TP,4678
LIS,DOH,QR,3612
LIS,DSS,TP,1734
LIS,DUB,TP,1021
LIS,DUS,EW,1157
LIS,DUS,TP,1157
LIS,DXB,EK,3814
LIS,EWR,TP,3376
LIS,EWR,UA,3376
LIS,FAO,TP,138
LIS,FCO,TP,1143
LIS,FLN,TP,5249
LIS,FLR,TP,1108
LIS,FNC,TP,600
LIS,FOR,LA,3487
LIS,FOR,TP,3487
LIS,FRA,LH,1164
LIS,FRA,TP,1164
LIS,GIG,TP,4794
LIS,GRU,LA,4930
LIS,GRU,TP,4930
LIS,GVA,TP,929
LIS,HAJ,EW,1304
LIS,HAM,EW,1366
LIS,HAM,TP,1366
LIS,HEL,AY,2091
LIS,IAD,TP,3583
LIS,IAD,UA,3583
LIS,ICN,KE,6460
LIS,IST,TK,1995
LIS,JFK,DL,3358
LIS,JFK,TP,3358
LIS,KEF,FI,1827
LIS,LAD,TP,3592
LIS,LAX,TP,5677
LIS,LGW,TP,958
LIS,LHR,BA,972
LIS,LHR,TP,972
LIS,LPA,TP,831
LIS,LUX,TP,1063
LIS,LYS,TP,869
LIS,MAD,IB,319
LIS,MAD,TP,319
LIS,MAN,TP,1058
LIS,MIA,TP,4149
LIS,MPM,TP,5220
LIS,MRS,TP,812
LIS,MUC,LH,1233
LIS,MUC,TP,1233
LIS,MXP,TP,1026
LIS,NAP,TP,1248
LIS,NAT,TP,3506
LIS,NCE,TP,912
LIS,OPO,TP,172
LIS,ORD,TP,3999
LIS,ORY,TP,894
LIS,OSL,TP,1720
LIS,OXB,TP,1900
LIS,PDL,TP,900
LIS,PHL,AA,3449
LIS,PMI,TP,638
LIS,PRG,TP,1385
LIS,RAI,TP,1864
LIS,RAK,TP,500
LIS,REC,TP,3640
LIS,SFO,TP,5668
LIS,SID,TP,1736
LIS,SSA,TP,4038
LIS,STR,EW,1139
LIS,SVQ,TP,200
LIS,TER,TP,966
LIS,TFS,TP,856
LIS,TLS,TP,640
LIS,TMS,TP,2837
LIS,VCE,TP,1190
LIS,VIE,TP,1432
LIS,VLC,TP,466
LIS,VXE,TP,1795
LIS,WAW,LO,1708
LIS,WAW,TP,1708
LIS,YUL,AC,3253
LIS,YUL,TP,3253
LIS,YYZ,AC,3567
LIS,YYZ,TP,3567
LIS,ZRH,TP,1071
LIT,ATL,DL,452
LIT,CLT,AA,639
LIT,DCA,AA,886
LIT,DEN,F9,770
LIT,DEN,UA,770
LIT,DFW,AA,304
LIT,IAH,UA,375
LIT,LAX,G4,1491
LIT,LGA,AA,1083
LIT,LGA,DL,1083
LIT,MIA,AA,941
LIT,ORD,AA,553
LIT,ORD,UA,553
LIT,PHX,AA,1134
LIT,PIE,G4,733
LIT,SFB,G4,765
LJU,AMS,KL,605
LJU,ATH,A3,750
LJU,BRU,SN,558
LJU,CDG,AF,586
LJU,DUS,EW,495
LJU,FRA,LH,379
LJU,HEL,AY,1064
LJU,IST,TK,789
LJU,LHR,BA,767
LJU,MAD,IB,986
LJU,MUC,LH,193
LJU,WAW,LO,504
LKO,BOM,AI,735
LKO,DEL,AI,263
LKO,JED,SV,2641
LKO,MED,SV,2559
LNK,DEN,UA,422
LNK,ORD,UA,465
LNZ,FRA,OS,283
LNZ,KGS,EW,1025
LNZ,PMI,EW,826
LOS,ABJ,ME,506
LOS,ADD,ET,2434
LOS,AMS,KL,3161
LOS,ATL,DL,5838
LOS,BEY,ME,2786
LOS,CAI,MS,2443
LOS,CDG,AF,2932
LOS,CMN,AT,1979
LOS,DOH,QR,3435
LOS,DXB,EK,3664
LOS,FRA,LH,3018
LOS,IAD,UA,5438
LOS,IST,TK,2861
LOS,JFK,DL,5247
LOS,JNB,SA,2811
LOS,LHR,BA,3110
LOS,LHR,VS,3110
LOS,NBO,KQ,2381
LOS,SSG,LH,419
LPA,ARN,SK,2694
LPA,BER,DE,2246
LPA,BER,EW,2246
LPA,BRU,SN,1896
LPA,CGN,EW,1973
LPA,CMN,AT,596
LPA,CPH,SK,2364
LPA,DUS,DE,1982
LPA,DUS,EW,1982
LPA,FRA,4Y,1979
LPA,FRA,DE,1979
LPA,GOT,SK,2452
LPA,GRZ,EW,2120
LPA,HAJ,EW,2128
LPA,HAM,DE,2192
LPA,HAM,EW,2192
LPA,HEL,AY,2919
LPA,KEF,FI,2512
LPA,LEJ,DE,2164
LPA,LGW,BA,1789
LPA,LIS,TP,831
LPA,MAD,IB,1097
LPA,MUC,4Y,2022
LPA,MUC,DE,2022
LPA,NUE,EW,2042
LPA,OSL,SK,2551
LPA,PRG,EW,2182
LPA,STR,DE,1942
LPA,STR,EW,1942
LPA,SZG,EW,2048
LPA,TFS,DE,73
LPA,VIE,OS,2202
LPA,ZRH,WK,1865
LRD,DFW,AA,397
LRD,IAH,UA,301
LRD,LAS,G4,1092
LRM,DUS,DE,4617
LRM,FRA,DE,4698
LRM,MIA,AA,887
LRM,YUL,AC,1887
LUN,ADD,ET,1823
LUN,DAR,TK,933
LUN,DOH,QR,3209
LUN,DXB,EK,3338
LUN,HRE,EK,251
LUN,HRE,ET,251
LUN,HRE,KQ,251
LUN,HRE,QR,251
LUN,JNB,SA,747
LUN,NBO,KQ,1127
LUX,AMS,KL,196
LUX,ATH,A3,1192
LUX,CGO,CZ,5136
LUX,FRA,EN,109
LUX,FRA,LH,109
LUX,IST,TK,1228
LUX,LHR,BA,319
LUX,LIS,TP,1063
LUX,MUC,LH,268
LUX,OPO,TP,922
LUX,WAW,LO,666
LUZ,WAW,LO,98
LWS,SEA,DL,261
LWS,SLC,DL,461
LXR,ATH,A3,990
LXR,CAI,MS,318
LXR,JED,MS,492
LXR,LHR,MS,2489
LXR,MED,MS,445
LXR,SSH,WK,190
LXS,ATH,A3,153
LXS,VIE,OS,710
LYS,AMM,RJ,1909
LYS,AMS,AF,455
LYS,AMS,KL,455
LYS,ATH,A3,1106
LYS,BOD,AF,289
LYS,BRU,SN,359
LYS,CDG,AF,257
LYS,CMN,AT,1086
LYS,CPH,SK,759
LYS,DOH,QR,2920
LYS,DUS,EW,392
LYS,DXB,EK,3099
LYS,FRA,LH,339
LYS,IST,TK,1219
LYS,LGW,BA,446
LYS,LHR,BA,471
LYS,LIS,TP,869
LYS,MAD,IB,566
LYS,MRS,AF,158
LYS,MUC,EN,364
LYS,MUC,LH,364
LYS,NCE,AF,176
LYS,NTE,AF,334
LYS,TLS,AF,233
LYS,VIE,OS,566
LYS,WAW,LO,844
LYS,YUL,AC,3645
MAA,ADD,ET,2818
MAA,AUH,EY,1844
MAA,BKK,TG,1383
MAA,BLR,AI,167
MAA,BOM,AI,642
MAA,CJB,AI,252
MAA,CMB,AI,402
MAA,CMB,UL,402
MAA,DEL,AI,1094
MAA,DOH,QR,2043
MAA,DXB,AI,1823
MAA,DXB,EK,1823
MAA,FRA,LH,4720
MAA,HKG,CX,2307
MAA,IXM,AI,260
MAA,JED,SV,2763
MAA,KUL,MH,1633
MAA,LHR,BA,5117
MAA,MED,SV,2754
MAA,SIN,AI,1817
MAA,SIN,SQ,1817
MAD,ACE,IB,979
MAD,ADD,ET,3384
MAD,AGP,IB,268
MAD,ALC,IB,222
MAD,ALG,IB,450
MAD,AMM,RJ,2270
MAD,AMS,IB,907
MAD,AMS,KL,907
MAD,ARN,IB,1616
MAD,ATH,A3,1477
MAD,ATH,IB,1477
MAD,ATL,DL,4325
MAD,AUH,EY,3503
MAD,BCN,IB,300
MAD,BCN,RJ,300
MAD,BER,IB,1150
MAD,BEY,ME,2181
MAD,BIO,IB,197
MAD,BLQ,IB,805
MAD,BOD,IB,333
MAD,BOG,AV,4990
MAD,BOG,IB,4990
MAD,BOS,B6,3401
MAD,BOS,IB,3401
MAD,BRU,IB,817
MAD,BRU,SN,817
MAD,BUD,IB,1227
MAD,CAI,IB,2082
MAD,CAI,MS,2082
MAD,CCS,IB,4353
MAD,CDG,AF,661
MAD,CDG,IB,661
MAD,CLT,AA,4099
MAD,CMN,AT,540
MAD,CMN,IB,540
MAD,CPH,IB,1279
MAD,CPH,SK,1279
MAD,CTA,IB,1021
MAD,DBV,IB,1135
MAD,DFW,AA,4954
